,time,2304068,3389673,5004471,10468195,11973157,14468390,15255173,17685501,19452033,19465874,19466828,19466829,19474096,20280229,20281876,20289181,20290998,20292131,20292156,20295558,20301689
0,2021-01-03,,-1.2391128004286147,0.04702557589579057,-0.5693675400323792,0.6832723413211754,,0.012983314477413806,-0.06284246313022866,,1.695985734663295,-0.1648848317900865,-0.7080197574144147,0.4649555490863138,-0.9996637937500096,,-0.4859256251718719,-0.16457447385899576,-0.38507056448792404,,0.5591627247737063,0.39964180803382204
1,2021-01-08,1.129213290831787,-0.6101975422050276,0.9530229096678947,-0.7677164186750742,0.22138660942574193,-0.6319632153386943,-0.686645858116802,0.14238988481406234,,-0.05997120702486878,0.2826964588725512,-0.5144317256324275,-0.7581408238537691,-1.0325809864881519,-0.09995207554520373,0.09752434013048043,-0.37865958775288294,-0.28257265849166036,-0.9925009503653056,0.4039424046118049,0.17800778541108123
2,2021-01-10,-0.7064921975568025,-0.885347967677847,0.9530229096678947,-0.8420972481660849,0.03663231666756869,-0.6863876057174065,-0.6043365436939531,-0.6443341156390532,,-0.0023988482809944953,-0.4334336061876692,-0.006263142204711134,-0.6914264762388554,0.3499411085138211,0.2701184190353848,-0.4129943795090779,-0.14078723898189718,-0.7267302511421364,-0.24498441179903116,0.46603053267656547,0.34423330237813676
3,2021-01-13,,1.5516986579385526,,,,,,,,,,,,,,,,,,,
4,2021-01-15,,-0.45296872764913093,1.4966213099311574,-0.8668908579964217,,,,0.03977371084191674,,,,,,0.28410672303753665,,-0.12126939685790167,,-0.38507056448792404,,1.7077930939717751,
5,2021-01-18,0.44424855635843274,-0.7281191531219503,0.6268638695099373,-0.8916844678267587,-0.332876268848778,-0.9585095576109681,-0.6660685295110897,-0.4048963763707137,,-0.23268828325649146,-0.5229498643201969,-0.36924070179593715,,-0.6375746736304453,-0.09995207554520373,-0.3886839642881465,-0.35487235287578434,-0.3167386271570815,-0.9045578281810379,0.2487220844499037,-0.04362623721165976
6,2021-01-25,,-0.9246551713168212,,,,,,,0.0947952925325185,0.9187588916209931,0.26031739433941925,0.04213386574078543,,,,,,,,,
7,2021-01-30,,,,,,,,,,,,,,,,,,,,,
8,2021-02-02,,,,,,,,,,,,,-0.8693314032119585,,,,,,,,
9,2021-02-04,,,,,,,,,,,,,,,,,,,,,
10,2021-02-07,,1.0800122142708624,,,,,,,,,,,,,,,,,,,
11,2021-02-12,,,,,,,,,,,,,,,,,,,,,
